"survey_id" "water_id" "water_id_num" "lon" "lat" "utm_x" "utm_y" "transect_location" "transect_GRR" "transect_id" "river_class" "year" "week" "weeks_all" "juldate" "dry_season" "distance_to_water" "distance_to_water_rounded" "species" "species_id" "FEEDTYPE_A" "feed_type_A_char" "species_count"
"1661" 2158 "737" 737 34.98165 -7.65821 718597 9152983 1 "alongside" 9 "2_midstream" 2012 6 17 78 "early" 314.88 315 "I" 1 3 "mixed" 27
"1662" 2160 "761" 761 34.98893 -7.64033 719409 9154957 1 "alongside" 9 "2_midstream" 2012 6 17 78 "early" 869.14 869 "E" 3 3 "mixed" 5
"1663" 2162 "795" 795 35.00381 -7.62017 721062 9157180 1 "alongside" 9 "2_midstream" 2012 6 17 78 "early" 253.29 253 "I" 1 3 "mixed" 13
"1664" 2163 "800" 800 35.00632 -7.61809 721340 9157409 1 "alongside" 9 "2_midstream" 2012 6 17 78 "early" 162.03 162 "I" 1 3 "mixed" 18
"1665" 2164 "800" 800 35.00603 -7.61717 721308 9157511 1 "alongside" 9 "2_midstream" 2012 6 17 78 "early" 220.59 221 "I" 1 3 "mixed" 9
"1666" 2165 "802" 802 35.0061 -7.61573 721317 9157670 1 "alongside" 9 "2_midstream" 2012 6 17 78 "early" 259.09 259 "I" 1 3 "mixed" 5
"1667" 2166 "805" 805 35.00659 -7.61369 721372 9157895 1 "alongside" 9 "2_midstream" 2012 6 17 78 "early" 270.31 270 "I" 1 3 "mixed" 18
"1668" 2167 "809" 809 35.00709 -7.61065 721428 9158231 1 "alongside" 9 "2_midstream" 2012 6 17 78 "early" 139.27 139 "I" 1 3 "mixed" 16
"1669" 2168 "811" 811 35.00575 -7.60849 721282 9158471 1 "alongside" 9 "2_midstream" 2012 6 17 78 "early" 239.68 240 "I" 1 3 "mixed" 31
"1670" 2170 "822" 822 35.00096 -7.59857 720758 9159571 1 "alongside" 9 "2_midstream" 2012 6 17 78 "early" 600.13 600 "Wh" 6 4 "omni" 1
"1671" 2171 "822" 822 35.00138 -7.59603 720806 9159851 1 "alongside" 9 "2_midstream" 2012 6 17 78 "early" 691.28 691 "I" 1 3 "mixed" 2
"1672" 2173 "832" 832 35.00569 -7.59026 721284 9160487 1 "alongside" 9 "2_midstream" 2012 6 17 78 "early" 591.01 591 "E" 3 3 "mixed" 6
"1673" 2174 "683" 683 34.93061 -7.6757 712956 9151074 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 1099 1099 "Z" 5 1 "grazer" 8
"1674" 2175 "685" 685 34.92925 -7.67265 712807 9151412 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 1264.11 1264 "K" 4 2 "browser" 6
"1675" 2176 "685" 685 34.92925 -7.67265 712807 9151412 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 1264.11 1264 "I" 1 3 "mixed" 1
"1676" 2177 "685" 685 34.92852 -7.66895 712728 9151822 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 1445 1445 "I" 1 3 "mixed" 1
"1677" 2178 "686" 686 34.91964 -7.66018 711753 9152796 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 2765.68 2766 "Z" 5 1 "grazer" 9
"1678" 2179 "1329" 1329 34.91158 -7.64676 710870 9154285 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 3771.97 3772 "Z" 5 1 "grazer" 2
"1679" 2180 "1329" 1329 34.91181 -7.64375 710897 9154618 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 4067.66 4068 "I" 1 3 "mixed" 3
"1680" 2181 "1320" 1320 34.91231 -7.6366 710955 9155408 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 4650.43 4650 "I" 1 3 "mixed" 2
"1681" 2182 "1320" 1320 34.91231 -7.6366 710955 9155408 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 4650.43 4650 "K" 4 2 "browser" 2
"1682" 2183 "1320" 1320 34.91231 -7.6366 710955 9155408 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 4650.43 4650 "I" 1 3 "mixed" 7
"1683" 2184 "1320" 1320 34.91578 -7.62917 711342 9156228 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 4293.34 4293 "I" 1 3 "mixed" 2
"1684" 2185 "1320" 1320 34.91639 -7.62604 711411 9156574 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 4118.79 4119 "Wh" 6 4 "omni" 1
"1685" 2186 "1320" 1320 34.91713 -7.61916 711496 9157335 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 3763.84 3764 "E" 3 3 "mixed" 1
"1686" 2187 "1320" 1320 34.91746 -7.61701 711533 9157573 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 3688.01 3688 "G" 2 2 "browser" 1
"1687" 2188 "1320" 1320 34.92403 -7.60528 712264 9158867 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 4072.27 4072 "I" 1 3 "mixed" 9
"1688" 2189 "1320" 1320 34.92405 -7.60441 712267 9158963 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 4069.58 4070 "I" 1 3 "mixed" 29
"1689" 2190 "1320" 1320 34.90091 -7.58755 709721 9160839 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 2267.12 2267 "E" 3 3 "mixed" 1
"1690" 2191 "1320" 1320 34.90091 -7.58755 709721 9160839 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 2267.12 2267 "I" 1 3 "mixed" 1
"1691" 2192 "1320" 1320 34.88821 -7.57389 708326 9162356 2 "perpendicular" 4 "2_midstream" 2012 6 17 79 "early" 3202.4 3202 "I" 1 3 "mixed" 2
"1692" 2193 "661" 661 34.92769 -7.68581 712628 9149958 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 265.56 266 "I" 1 3 "mixed" 1
"1693" 2194 "642" 642 34.91754 -7.68929 711507 9149578 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 474.53 475 "I" 1 3 "mixed" 5
"1694" 2195 "634" 634 34.90157 -7.69327 709742 9149145 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 967.34 967 "I" 1 3 "mixed" 7
"1695" 2196 "630" 630 34.90018 -7.6943 709589 9149032 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1076.15 1076 "G" 2 2 "browser" 4
"1696" 2198 "629" 629 34.89728 -7.69422 709269 9149042 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1356.83 1357 "I" 1 3 "mixed" 3
"1697" 2199 "604" 604 34.88381 -7.70282 707778 9148098 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1858.23 1858 "G" 2 2 "browser" 2
"1698" 2200 "603" 603 34.88281 -7.70426 707667 9147939 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1813.05 1813 "I" 1 3 "mixed" 1
"1699" 2201 "603" 603 34.88231 -7.7056 707611 9147791 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1749.71 1750 "I" 1 3 "mixed" 8
"1700" 2202 "593" 593 34.88031 -7.70908 707389 9147407 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1583.9 1584 "I" 1 3 "mixed" 16
"1701" 2203 "593" 593 34.88031 -7.70908 707389 9147407 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1583.9 1584 "K" 4 2 "browser" 8
"1702" 2204 "593" 593 34.88031 -7.70908 707389 9147407 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1583.9 1584 "I" 1 3 "mixed" 1
"1703" 2205 "579" 579 34.87508 -7.71229 706810 9147054 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1521.61 1522 "I" 1 3 "mixed" 26
"1704" 2206 "578" 578 34.866 -7.71531 705807 9146725 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1556.04 1556 "K" 4 2 "browser" 4
"1705" 2207 "578" 578 34.86484 -7.71552 705679 9146702 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1624.51 1625 "G" 2 2 "browser" 2
"1706" 2208 "578" 578 34.86484 -7.71552 705679 9146702 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1624.51 1625 "I" 1 3 "mixed" 7
"1707" 2209 "578" 578 34.86484 -7.71552 705679 9146702 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1624.51 1625 "Z" 5 1 "grazer" 5
"1708" 2210 "568" 568 34.85848 -7.71962 704975 9146252 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1876.52 1877 "G" 2 2 "browser" 1
"1709" 2211 "568" 568 34.85847 -7.71962 704974 9146252 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1877.16 1877 "I" 1 3 "mixed" 8
"1710" 2212 "568" 568 34.86169 -7.72452 705327 9145708 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 1235.29 1235 "I" 1 3 "mixed" 1
"1711" 2213 "561" 561 34.86577 -7.74038 705770 9143952 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 316.21 316 "I" 1 3 "mixed" 4
"1712" 2214 "559" 559 34.86653 -7.74201 705853 9143771 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 357.53 358 "I" 1 3 "mixed" 7
"1713" 2215 "557" 557 34.86826 -7.74342 706043 9143615 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 311 311 "Wb" 9 1 "grazer" 2
"1714" 2218 "540" 540 34.86916 -7.75422 706137 9142420 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 369.13 369 "I" 1 3 "mixed" 11
"1715" 2219 "521" 521 34.86965 -7.76924 706184 9140758 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 224.44 224 "I" 1 3 "mixed" 5
"1716" 2220 "498" 498 34.85718 -7.7833 704801 9139209 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 241.3 241 "I" 1 3 "mixed" 5
"1717" 2221 "498" 498 34.85717 -7.7833 704800 9139209 1 "alongside" 8 "2_midstream" 2012 6 17 80 "early" 242.16 242 "E" 3 3 "mixed" 12
"1718" 2222 "389" 389 34.77958 -7.81542 696226 9135693 1 "alongside" 7 "1_upstream" 2012 6 17 83 "early" 262.27 262 "I" 1 3 "mixed" 38
"1719" 2223 "377" 377 34.76822 -7.81885 694971 9135319 1 "alongside" 7 "1_upstream" 2012 6 17 83 "early" 252.96 253 "I" 1 3 "mixed" 28
"1720" 2224 "358" 358 34.75342 -7.82554 693336 9134586 1 "alongside" 7 "1_upstream" 2012 6 17 83 "early" 212.98 213 "I" 1 3 "mixed" 1
"1721" 2225 "288" 288 34.7003 -7.81657 687481 9135602 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 2866.92 2867 "G" 2 2 "browser" 1
"1722" 2226 "288" 288 34.70041 -7.81295 687495 9136002 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 3266.21 3266 "K" 4 2 "browser" 3
"1723" 2227 "288" 288 34.70042 -7.8129 687496 9136008 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 3272.28 3272 "G" 2 2 "browser" 2
"1724" 2229 "288" 288 34.67952 -7.79359 685199 9138153 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 5749.4 5749 "I" 1 3 "mixed" 1
"1725" 2230 "275" 275 34.64643 -7.76835 681560 9140959 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 9768.84 9769 "G" 2 2 "browser" 1
"1726" 2231 "275" 275 34.64642 -7.76835 681559 9140959 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 9769.29 9769 "I" 1 3 "mixed" 1
"1727" 2232 "1316" 1316 34.64315 -7.76723 681199 9141084 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 9654.84 9655 "I" 1 3 "mixed" 2
"1728" 2233 "1316" 1316 34.64315 -7.76723 681199 9141084 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 9654.84 9655 "G" 2 2 "browser" 2
"1729" 2234 "1316" 1316 34.62656 -7.77142 679367 9140628 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 7952.71 7953 "I" 1 3 "mixed" 5
"1730" 2235 "1316" 1316 34.62312 -7.78733 678981 9138869 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 8217.47 8217 "I" 1 3 "mixed" 1
"1731" 2236 "1316" 1316 34.61123 -7.78282 677672 9139373 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 6824.19 6824 "G" 2 2 "browser" 1
"1732" 2237 "1316" 1316 34.60624 -7.77459 677125 9140286 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 5934.27 5934 "I" 1 3 "mixed" 2
"1733" 2238 "1316" 1316 34.60514 -7.774 677004 9140351 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 5797.49 5797 "I" 1 3 "mixed" 1
"1734" 2239 "1316" 1316 34.60514 -7.774 677004 9140351 2 "perpendicular" 2 "1_upstream" 2012 6 17 84 "early" 5797.49 5797 "G" 2 2 "browser" 1
"1735" 2240 "449" 449 34.81883 -7.7877 700569 9138741 2 "perpendicular" 3 "1_upstream" 2012 6 17 87 "early" 1328.47 1328 "I" 1 3 "mixed" 1
"1736" 2243 "262" 262 34.67997 -7.85533 685222 9131324 1 "alongside" 6 "1_upstream" 2012 6 17 89 "early" 244.12 244 "I" 1 3 "mixed" 3
"1737" 2244 "237" 237 34.66439 -7.8694 683497 9129775 1 "alongside" 6 "1_upstream" 2012 6 17 89 "early" 212.23 212 "B" 10 1 "grazer" 3
"1738" 2245 "192" 192 34.62868 -7.88286 679554 9128302 1 "alongside" 6 "1_upstream" 2012 6 17 89 "early" 292.84 293 "B" 10 1 "grazer" 13
"1739" 2246 "186" 186 34.62547 -7.88591 679198 9127966 1 "alongside" 6 "1_upstream" 2012 6 17 89 "early" 256.38 256 "I" 1 3 "mixed" 33
"1740" 2247 "186" 186 34.62547 -7.88591 679198 9127966 1 "alongside" 6 "1_upstream" 2012 6 17 89 "early" 256.38 256 "I" 1 3 "mixed" 4
"1741" 2248 "169" 169 34.61276 -7.89321 677794 9127164 1 "alongside" 6 "1_upstream" 2012 6 17 89 "early" 157.7 158 "I" 1 3 "mixed" 5
"1742" 2249 "149" 149 34.59762 -7.89703 676122 9126748 1 "alongside" 6 "1_upstream" 2012 6 17 89 "early" 270.19 270 "G" 2 2 "browser" 1
"1743" 2250 "139" 139 34.58985 -7.89689 675266 9126767 1 "alongside" 6 "1_upstream" 2012 6 17 89 "early" 292.41 292 "Wh" 6 4 "omni" 1
"1744" 2251 "137" 137 34.5866 -7.89769 674907 9126680 1 "alongside" 6 "1_upstream" 2012 6 17 89 "early" 280.98 281 "I" 1 3 "mixed" 4
"1745" 2252 "133" 133 34.57628 -7.90005 673768 9126423 1 "alongside" 6 "1_upstream" 2012 6 17 89 "early" 1035.03 1035 "G" 2 2 "browser" 1
"1746" 2253 "136" 136 34.57558 -7.89067 673695 9127461 2 "perpendicular" 1 "1_upstream" 2012 6 17 90 "early" 1676.74 1677 "E" 3 3 "mixed" 11
"1747" 2254 "133" 133 34.56388 -7.88887 672405 9127665 2 "perpendicular" 1 "1_upstream" 2012 6 17 90 "early" 2807.13 2807 "I" 1 3 "mixed" 1
"1748" 2255 "133" 133 34.56388 -7.88887 672405 9127665 2 "perpendicular" 1 "1_upstream" 2012 6 17 90 "early" 2807.13 2807 "K" 4 2 "browser" 1
"1749" 2256 "133" 133 34.54858 -7.88839 670718 9127724 2 "perpendicular" 1 "1_upstream" 2012 6 17 90 "early" 4344.13 4344 "I" 1 3 "mixed" 3
"1750" 2257 "137" 137 34.55437 -7.84883 671373 9132097 2 "perpendicular" 1 "1_upstream" 2012 6 17 90 "early" 6746.01 6746 "G" 2 2 "browser" 1
"1751" 2258 "137" 137 34.55304 -7.84062 671230 9133005 2 "perpendicular" 1 "1_upstream" 2012 6 17 90 "early" 7595.95 7596 "I" 1 3 "mixed" 7
"1752" 2259 "1316" 1316 34.54732 -7.81262 670610 9136104 2 "perpendicular" 1 "1_upstream" 2012 6 17 90 "early" 6594.1 6594 "I" 1 3 "mixed" 5
"1753" 2268 "858" 858 35.02073 -7.56806 722956 9162935 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 901.45 901 "I" 1 3 "mixed" 1
"1754" 2269 "862" 862 35.02211 -7.56482 723110 9163293 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 1063.41 1063 "Z" 5 1 "grazer" 10
"1755" 2273 "873" 873 35.03331 -7.5623 724347 9163566 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 548.73 549 "Z" 5 1 "grazer" 6
"1756" 2274 "893" 893 35.04461 -7.55451 725599 9164422 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 536.78 537 "I" 1 3 "mixed" 20
"1757" 2275 "903" 903 35.05168 -7.54755 726383 9165188 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 283.8 284 "I" 1 3 "mixed" 2
"1758" 2276 "913" 913 35.05515 -7.54014 726770 9166006 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 287.15 287 "I" 1 3 "mixed" 22
"1759" 2278 "934" 934 35.0704 -7.53067 728458 9167046 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 243 243 "I" 1 3 "mixed" 18
"1760" 2279 "945" 945 35.08121 -7.53168 729651 9166928 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 336.69 337 "I" 1 3 "mixed" 11
"1761" 2280 "947" 947 35.08352 -7.53176 729906 9166918 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 416.21 416 "Wb" 9 1 "grazer" 4
"1762" 2281 "958" 958 35.08859 -7.53045 730466 9167060 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 263.75 264 "I" 1 3 "mixed" 13
"1763" 2282 "972" 972 35.09637 -7.5222 731329 9167969 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 297.27 297 "K" 4 2 "browser" 4
"1764" 2285 "1004" 1004 35.11 -7.49836 732847 9170599 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 268.83 269 "G" 2 2 "browser" 3
"1765" 2286 "1006" 1006 35.11187 -7.49653 733054 9170800 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 309.26 309 "I" 1 3 "mixed" 10
"1766" 2288 "1011" 1011 35.11503 -7.49475 733404 9170996 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 288.78 289 "I" 1 3 "mixed" 14
"1767" 2289 "1013" 1013 35.11657 -7.49365 733575 9171116 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 268.04 268 "I" 1 3 "mixed" 8
"1768" 2291 "1022" 1022 35.12688 -7.49192 734714 9171302 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 180.65 181 "I" 1 3 "mixed" 2
"1769" 2292 "1037" 1037 35.13438 -7.49373 735541 9171098 1 "alongside" 10 "3_downstream" 2012 6 17 91 "early" 411.66 412 "I" 1 3 "mixed" 10
"1770" 2296 "1179" 1179 35.19233 -7.39686 741992 9181783 2 "perpendicular" 5 "3_downstream" 2012 6 17 92 "early" 7978.34 7978 "I" 1 3 "mixed" 3
"1771" 2297 "1164" 1164 35.17585 -7.39186 740175 9182345 2 "perpendicular" 5 "3_downstream" 2012 6 17 92 "early" 9353.22 9353 "Wh" 6 4 "omni" 1
"1772" 2299 "1164" 1164 35.16993 -7.39409 739520 9182102 2 "perpendicular" 5 "3_downstream" 2012 6 17 92 "early" 9523.58 9524 "Wh" 6 4 "omni" 2
"1773" 2300 "693" 693 34.93906 -7.66122 713895 9152672 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 1095.72 1096 "I" 1 3 "mixed" 18
"1774" 2301 "695" 695 34.93925 -7.65823 713918 9153002 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 1334.09 1334 "I" 1 3 "mixed" 13
"1775" 2303 "722" 722 34.96848 -7.66141 717142 9152636 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 253.36 253 "I" 1 3 "mixed" 3
"1776" 2304 "729" 729 34.97534 -7.65815 717900 9152993 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 426.34 426 "I" 1 3 "mixed" 19
"1777" 2305 "734" 734 34.97942 -7.65795 718351 9153013 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 426.2 426 "I" 1 3 "mixed" 20
"1778" 2306 "734" 734 34.97942 -7.65794 718351 9153014 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 427.2 427 "I" 1 3 "mixed" 38
"1779" 2307 "740" 740 34.98459 -7.65865 718921 9152933 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 249.9 250 "Z" 5 1 "grazer" 5
"1780" 2308 "757" 757 34.98933 -7.64864 719449 9154038 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 453.41 453 "E" 3 3 "mixed" 4
"1781" 2309 "757" 757 34.98933 -7.64864 719449 9154038 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 453.41 453 "E" 3 3 "mixed" 4
"1782" 2310 "760" 760 34.98856 -7.64396 719366 9154556 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 671.73 672 "E" 3 3 "mixed" 7
"1783" 2312 "782" 782 34.99026 -7.633 719560 9155768 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 990.05 990 "G" 2 2 "browser" 2
"1784" 2313 "782" 782 34.99052 -7.63154 719589 9155929 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 910.28 910 "I" 1 3 "mixed" 2
"1785" 2314 "796" 796 35.00465 -7.61961 721155 9157241 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 225.61 226 "I" 1 3 "mixed" 11
"1786" 2315 "802" 802 35.00608 -7.61533 721315 9157714 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 276.88 277 "I" 1 3 "mixed" 1
"1787" 2316 "806" 806 35.00669 -7.61311 721383 9157959 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 260.93 261 "I" 1 3 "mixed" 1
"1788" 2317 "809" 809 35.00705 -7.61118 721424 9158173 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 165.36 165 "I" 1 3 "mixed" 8
"1789" 2318 "809" 809 35.00705 -7.61066 721424 9158230 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 143.39 143 "I" 1 3 "mixed" 14
"1790" 2319 "810" 810 35.00695 -7.60966 721414 9158341 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 117.72 118 "G" 2 2 "browser" 1
"1791" 2320 "818" 818 34.99943 -7.60403 720586 9158967 1 "alongside" 9 "2_midstream" 2012 7 18 98 "late" 631.15 631 "I" 1 3 "mixed" 13
"1792" 2321 "664" 664 34.92975 -7.6806 712858 9150533 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 689.29 689 "G" 2 2 "browser" 1
"1793" 2322 "671" 671 34.92998 -7.67724 712885 9150904 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 1022.5 1022 "I" 1 3 "mixed" 35
"1794" 2323 "671" 671 34.9301 -7.67649 712899 9150987 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 1073.94 1074 "E" 3 3 "mixed" 5
"1795" 2324 "685" 685 34.92967 -7.67319 712853 9151352 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 1212.84 1213 "E" 3 3 "mixed" 11
"1796" 2325 "685" 685 34.92838 -7.67013 712712 9151692 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 1415.67 1416 "G" 2 2 "browser" 2
"1797" 2326 "685" 685 34.9284 -7.66868 712715 9151852 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 1468.67 1469 "I" 1 3 "mixed" 1
"1798" 2327 "685" 685 34.92798 -7.66781 712669 9151948 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 1550.57 1551 "E" 3 3 "mixed" 5
"1799" 2328 "685" 685 34.92761 -7.66715 712629 9152022 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 1619.68 1620 "G" 2 2 "browser" 1
"1800" 2329 "686" 686 34.92315 -7.66292 712139 9152492 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 2278.53 2279 "I" 1 3 "mixed" 1
"1801" 2331 "1329" 1329 34.91569 -7.65419 711320 9153461 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 3435.63 3436 "I" 1 3 "mixed" 22
"1802" 2332 "1320" 1320 34.91326 -7.6334 711062 9155762 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 4438.34 4438 "I" 1 3 "mixed" 8
"1803" 2333 "1320" 1320 34.91664 -7.62227 711440 9156991 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 3895.11 3895 "I" 1 3 "mixed" 12
"1804" 2334 "1320" 1320 34.91699 -7.61985 711480 9157259 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 3787.33 3787 "I" 1 3 "mixed" 8
"1805" 2335 "1320" 1320 34.91723 -7.61607 711508 9157677 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 3621.75 3622 "G" 2 2 "browser" 1
"1806" 2336 "1320" 1320 34.92217 -7.59769 712063 9159707 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 3900.12 3900 "I" 1 3 "mixed" 2
"1807" 2337 "1320" 1320 34.9034 -7.58762 709996 9160830 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 2453.71 2454 "I" 1 3 "mixed" 2
"1808" 2338 "1320" 1320 34.90251 -7.58743 709898 9160852 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 2398.51 2399 "G" 2 2 "browser" 2
"1809" 2339 "1320" 1320 34.89269 -7.58542 708815 9161079 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 2018.34 2018 "E" 3 3 "mixed" 2
"1810" 2340 "1320" 1320 34.8886 -7.58046 708366 9161629 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 2478.43 2478 "I" 1 3 "mixed" 16
"1811" 2341 "1320" 1320 34.88841 -7.57633 708347 9162086 2 "perpendicular" 4 "2_midstream" 2012 7 18 99 "late" 2933.59 2934 "I" 1 3 "mixed" 10
"1812" 2342 "664" 664 34.92913 -7.68148 712789 9150436 1 "alongside" 8 "2_midstream" 2012 7 18 100 "late" 618.39 618 "I" 1 3 "mixed" 1
"1813" 2343 "629" 629 34.89666 -7.69411 709200 9149055 1 "alongside" 8 "2_midstream" 2012 7 18 100 "late" 1423.79 1424 "Wb" 9 1 "grazer" 1
"1814" 2344 "629" 629 34.89645 -7.69405 709177 9149062 1 "alongside" 8 "2_midstream" 2012 7 18 100 "late" 1447.41 1447 "G" 2 2 "browser" 1
"1815" 2345 "629" 629 34.89645 -7.69405 709177 9149062 1 "alongside" 8 "2_midstream" 2012 7 18 100 "late" 1447.41 1447 "G" 2 2 "browser" 1
"1816" 2346 "604" 604 34.88499 -7.70225 707909 9148160 1 "alongside" 8 "2_midstream" 2012 7 18 100 "late" 1825.54 1826 "E" 3 3 "mixed" 2
"1817" 2347 "556" 556 34.86874 -7.74469 706095 9143474 1 "alongside" 8 "2_midstream" 2012 7 18 100 "late" 398.97 399 "I" 1 3 "mixed" 21
"1818" 2348 "517" 517 34.86776 -7.77096 705974 9140569 1 "alongside" 8 "2_midstream" 2012 7 18 100 "late" 339.82 340 "I" 1 3 "mixed" 25
