"survey_id" "water_id" "water_id_num" "lon" "lat" "utm_x" "utm_y" "transect_location" "transect_GRR" "transect_id" "river_class" "year" "week" "weeks_all" "juldate" "dry_season" "distance_to_water" "distance_to_water_rounded" "species" "species_id" "FEEDTYPE_A" "feed_type_A_char" "species_count"
"1019" 1360 "928" 928 35.07689 -7.53164 729174 9166935 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 1253.29 1253 "I" 1 3 "mixed" 8
"1020" 1361 "928" 928 35.08242 -7.53161 729784 9166935 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 1858.93 1859 "I" 1 3 "mixed" 11
"1021" 1362 "997" 997 35.09654 -7.52187 731348 9168005 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 2415.65 2416 "B" 10 1 "grazer" 1
"1022" 1363 "997" 997 35.10112 -7.51322 731859 9168960 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 1392.45 1392 "Wh" 6 4 "omni" 1
"1023" 1365 "997" 997 35.10709 -7.50937 732520 9169382 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 612.22 612 "I" 1 3 "mixed" 6
"1024" 1366 "997" 997 35.10724 -7.50676 732538 9169671 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 456.72 457 "G" 2 2 "browser" 1
"1025" 1367 "999" 999 35.10734 -7.50517 732550 9169847 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 392.14 392 "E" 3 3 "mixed" 5
"1026" 1368 "999" 999 35.10734 -7.50517 732550 9169847 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 392.14 392 "G" 2 2 "browser" 4
"1027" 1369 "999" 999 35.10734 -7.50517 732550 9169847 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 392.14 392 "Z" 5 1 "grazer" 3
"1028" 1370 "999" 999 35.10755 -7.50426 732573 9169948 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 348.97 349 "I" 1 3 "mixed" 1
"1029" 1371 "999" 999 35.10755 -7.50426 732573 9169948 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 348.97 349 "E" 3 3 "mixed" 9
"1030" 1372 "999" 999 35.11184 -7.49655 733051 9170798 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 834.19 834 "I" 1 3 "mixed" 7
"1031" 1376 "1022" 1022 35.128 -7.49235 734837 9171254 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 248.57 249 "I" 1 3 "mixed" 19
"1032" 1377 "1022" 1022 35.13561 -7.49333 735677 9171142 1 "alongside" 10 "3_downstream" 2011 10 10 151 "late" 1068.08 1068 "I" 1 3 "mixed" 2
"1033" 1382 "1022" 1022 35.2086 -7.41651 743778 9179600 2 "perpendicular" 5 "3_downstream" 2011 10 10 152 "late" 12465.5 12466 "CD" 8 4 "omni" 1
"1034" 1383 "1022" 1022 35.20808 -7.41522 743721 9179743 2 "perpendicular" 5 "3_downstream" 2011 10 10 152 "late" 12521.27 12521 "I" 1 3 "mixed" 5
"1035" 1384 "1022" 1022 35.175 -7.39186 740081 9182346 2 "perpendicular" 5 "3_downstream" 2011 10 10 152 "late" 12457.18 12457 "CD" 8 4 "omni" 1
"1036" 1385 "1022" 1022 35.14331 -7.38755 736584 9182839 2 "perpendicular" 5 "3_downstream" 2011 10 10 152 "late" 11849.75 11850 "I" 1 3 "mixed" 3
"1037" 1386 "1022" 1022 35.14331 -7.38755 736584 9182839 2 "perpendicular" 5 "3_downstream" 2011 10 10 152 "late" 11849.75 11850 "CD" 8 4 "omni" 1
"1038" 1387 "1022" 1022 35.13438 -7.36908 735607 9184887 2 "perpendicular" 5 "3_downstream" 2011 10 10 152 "late" 13768.22 13768 "I" 1 3 "mixed" 3
"1039" 1389 "696" 696 34.94338 -7.65487 714375 9153372 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 1419.95 1420 "I" 1 3 "mixed" 1
"1040" 1390 "728" 728 34.97463 -7.65763 717822 9153051 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 485.57 486 "I" 1 3 "mixed" 40
"1041" 1391 "730" 730 34.97573 -7.6582 717943 9152987 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 422.9 423 "E" 3 3 "mixed" 9
"1042" 1392 "740" 740 34.98457 -7.65865 718919 9152933 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 250.26 250 "I" 1 3 "mixed" 5
"1043" 1393 "784" 784 34.9933 -7.62679 719898 9156453 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 545.07 545 "Z" 5 1 "grazer" 5
"1044" 1395 "799" 799 35.00627 -7.61822 721334 9157394 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 158.81 159 "I" 1 3 "mixed" 1
"1045" 1396 "802" 802 35.00608 -7.61562 721314 9157682 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 265.65 266 "I" 1 3 "mixed" 18
"1046" 1397 "806" 806 35.00671 -7.61313 721385 9157957 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 259.11 259 "I" 1 3 "mixed" 2
"1047" 1398 "806" 806 35.00682 -7.61261 721398 9158015 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 247.35 247 "I" 1 3 "mixed" 25
"1048" 1399 "809" 809 35.00707 -7.61095 721426 9158198 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 151.7 152 "I" 1 3 "mixed" 1
"1049" 1400 "810" 810 35.007 -7.60979 721419 9158326 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 115.45 115 "I" 1 3 "mixed" 5
"1050" 1401 "817" 817 35.00307 -7.60522 720988 9158834 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 272.62 273 "I" 1 3 "mixed" 1
"1051" 1403 "822" 822 35.00126 -7.59641 720792 9159809 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 676.21 676 "I" 1 3 "mixed" 1
"1052" 1404 "830" 830 35.00468 -7.59177 721172 9160321 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 628.04 628 "I" 1 3 "mixed" 3
"1053" 1405 "832" 832 35.00538 -7.59042 721250 9160470 1 "alongside" 9 "2_midstream" 2011 11 11 157 "late" 616.34 616 "K" 4 2 "browser" 5
"1054" 1406 "667" 667 34.93266 -7.68359 713178 9150201 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 292.96 293 "I" 1 3 "mixed" 4
"1055" 1407 "667" 667 34.93266 -7.68359 713178 9150201 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 292.96 293 "I" 1 3 "mixed" 4
"1056" 1409 "687" 687 34.91633 -7.65591 711390 9153270 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 3326.85 3327 "G" 2 2 "browser" 2
"1057" 1410 "1334" 1334 34.91158 -7.64682 710870 9154278 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 3401.14 3401 "I" 1 3 "mixed" 16
"1058" 1411 "1334" 1334 34.91084 -7.64001 710792 9155032 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 2684.36 2684 "Z" 5 1 "grazer" 18
"1059" 1412 "1334" 1334 34.91084 -7.64001 710792 9155032 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 2684.36 2684 "G" 2 2 "browser" 1
"1060" 1413 "1334" 1334 34.91084 -7.64 710792 9155033 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 2683.4 2683 "G" 2 2 "browser" 1
"1061" 1414 "1334" 1334 34.91084 -7.63897 710792 9155147 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 2573.76 2574 "I" 1 3 "mixed" 1
"1062" 1415 "1334" 1334 34.91419 -7.6324 711165 9155872 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 1780.15 1780 "I" 1 3 "mixed" 1
"1063" 1416 "1334" 1334 34.91702 -7.62049 711483 9157188 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 430.98 431 "I" 1 3 "mixed" 29
"1064" 1417 "1334" 1334 34.92203 -7.59749 712047 9159729 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 2177.74 2178 "E" 3 3 "mixed" 11
"1065" 1418 "1320" 1320 34.90247 -7.58741 709894 9160854 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 2397.1 2397 "I" 1 3 "mixed" 1
"1066" 1419 "1320" 1320 34.88859 -7.58042 708365 9161634 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 2483.36 2483 "Z" 5 1 "grazer" 7
"1067" 1420 "1320" 1320 34.88859 -7.58042 708365 9161634 2 "perpendicular" 4 "2_midstream" 2011 11 11 158 "late" 2483.36 2483 "G" 2 2 "browser" 2
"1068" 1421 "475" 475 34.8415 -7.78947 703068 9138534 1 "alongside" 7 "1_upstream" 2011 11 11 159 "late" 250.67 251 "I" 1 3 "mixed" 3
"1069" 1422 "467" 467 34.83861 -7.79715 702746 9137686 1 "alongside" 7 "1_upstream" 2011 11 11 159 "late" 152.21 152 "I" 1 3 "mixed" 5
"1070" 1423 "462" 462 34.83676 -7.79755 702542 9137643 1 "alongside" 7 "1_upstream" 2011 11 11 159 "late" 183.32 183 "G" 2 2 "browser" 1
"1071" 1424 "459" 459 34.8354 -7.79615 702392 9137798 1 "alongside" 7 "1_upstream" 2011 11 11 159 "late" 249.11 249 "I" 1 3 "mixed" 27
"1072" 1425 "451" 451 34.82567 -7.7936 701320 9138085 1 "alongside" 7 "1_upstream" 2011 11 11 159 "late" 393.71 394 "I" 1 3 "mixed" 9
"1073" 1426 "428" 428 34.80713 -7.80186 699271 9137180 1 "alongside" 7 "1_upstream" 2011 11 11 159 "late" 258.86 259 "I" 1 3 "mixed" 12
"1074" 1427 "427" 427 34.80613 -7.80296 699160 9137059 1 "alongside" 7 "1_upstream" 2011 11 11 159 "late" 273.75 274 "I" 1 3 "mixed" 12
"1075" 1428 "393" 393 34.78317 -7.81532 696622 9135703 1 "alongside" 7 "1_upstream" 2011 11 11 159 "late" 166.01 166 "I" 1 3 "mixed" 5
"1076" 1429 "377" 377 34.76818 -7.81888 694967 9135316 1 "alongside" 7 "1_upstream" 2011 11 11 159 "late" 252.49 252 "I" 1 3 "mixed" 17
"1077" 1430 "367" 367 34.76015 -7.82252 694080 9134917 1 "alongside" 7 "1_upstream" 2011 11 11 159 "late" 257.19 257 "K" 4 2 "browser" 2
"1078" 1431 "362" 362 34.75587 -7.82428 693607 9134724 1 "alongside" 7 "1_upstream" 2011 11 11 159 "late" 240.83 241 "G" 2 2 "browser" 1
"1079" 1432 "288" 288 34.69239 -7.80176 686615 9137244 2 "perpendicular" 2 "1_upstream" 2011 11 11 160 "late" 4526.16 4526 "I" 1 3 "mixed" 1
"1080" 1433 "288" 288 34.6836 -7.79586 685648 9137900 2 "perpendicular" 2 "1_upstream" 2011 11 11 160 "late" 5368.28 5368 "G" 2 2 "browser" 1
"1081" 1434 "288" 288 34.68359 -7.79584 685647 9137902 2 "perpendicular" 2 "1_upstream" 2011 11 11 160 "late" 5370.48 5370 "I" 1 3 "mixed" 4
"1082" 1435 "288" 288 34.68359 -7.79584 685647 9137902 2 "perpendicular" 2 "1_upstream" 2011 11 11 160 "late" 5370.48 5370 "G" 2 2 "browser" 1
"1083" 1436 "1317" 1317 34.64386 -7.76808 681277 9140990 2 "perpendicular" 2 "1_upstream" 2011 11 11 160 "late" 4384.6 4385 "K" 4 2 "browser" 3
"1084" 1437 "1317" 1317 34.62523 -7.77324 679220 9140427 2 "perpendicular" 2 "1_upstream" 2011 11 11 160 "late" 2290.02 2290 "I" 1 3 "mixed" 9
"1085" 1438 "1317" 1317 34.61611 -7.78513 678209 9139116 2 "perpendicular" 2 "1_upstream" 2011 11 11 160 "late" 1824.4 1824 "G" 2 2 "browser" 1
"1086" 1440 "1317" 1317 34.6086 -7.77784 677384 9139925 2 "perpendicular" 2 "1_upstream" 2011 11 11 160 "late" 669.46 669 "B" 10 1 "grazer" 2
"1087" 1442 "478" 478 34.82582 -7.76623 701350 9141112 2 "perpendicular" 3 "1_upstream" 2011 11 11 161 "late" 3273.94 3274 "I" 1 3 "mixed" 8
"1088" 1444 "478" 478 34.82767 -7.76036 701557 9141760 2 "perpendicular" 3 "1_upstream" 2011 11 11 161 "late" 3681.74 3682 "I" 1 3 "mixed" 7
"1089" 1446 "659" 659 34.92536 -7.68604 712371 9149933 1 "alongside" 8 "2_midstream" 2011 11 11 162 "late" 398.39 398 "I" 1 3 "mixed" 3
"1090" 1447 "652" 652 34.91933 -7.68891 711704 9149619 1 "alongside" 8 "2_midstream" 2011 11 11 162 "late" 535.21 535 "E" 3 3 "mixed" 4
"1091" 1448 "642" 642 34.91665 -7.68963 711408 9149541 1 "alongside" 8 "2_midstream" 2011 11 11 162 "late" 404.68 405 "G" 2 2 "browser" 2
"1092" 1449 "568" 568 34.86784 -7.7303 706003 9145066 1 "alongside" 8 "2_midstream" 2011 11 11 162 "late" 309.55 310 "I" 1 3 "mixed" 23
"1093" 1450 "568" 568 34.86835 -7.73135 706059 9144950 1 "alongside" 8 "2_midstream" 2011 11 11 162 "late" 182.43 182 "I" 1 3 "mixed" 10
"1094" 1451 "536" 536 34.86881 -7.75776 706097 9142028 1 "alongside" 8 "2_midstream" 2011 11 11 162 "late" 356.67 357 "I" 1 3 "mixed" 14
"1095" 1452 "532" 532 34.86876 -7.76412 706088 9141325 1 "alongside" 8 "2_midstream" 2011 11 11 162 "late" 476.49 476 "E" 3 3 "mixed" 1
"1096" 1453 "522" 522 34.86913 -7.76703 706127 9141003 1 "alongside" 8 "2_midstream" 2011 11 11 162 "late" 427.13 427 "E" 3 3 "mixed" 2
"1097" 1454 "520" 520 34.86876 -7.77027 706085 9140645 1 "alongside" 8 "2_midstream" 2011 11 11 162 "late" 266.56 267 "I" 1 3 "mixed" 4
"1098" 1455 "506" 506 34.85939 -7.77349 705050 9140293 1 "alongside" 8 "2_midstream" 2011 11 11 162 "late" 267.29 267 "I" 1 3 "mixed" 17
"1099" 1456 "504" 504 34.85672 -7.77616 704754 9139999 1 "alongside" 8 "2_midstream" 2011 11 11 162 "late" 253.16 253 "I" 1 3 "mixed" 4
"1100" 1457 "491" 491 34.85537 -7.78495 704601 9139027 1 "alongside" 8 "2_midstream" 2011 11 11 162 "late" 237.54 238 "I" 1 3 "mixed" 1
"1101" 1459 "270" 270 34.68288 -7.84889 685546 9132035 1 "alongside" 6 "1_upstream" 2011 11 11 163 "late" 189.71 190 "I" 1 3 "mixed" 3
"1102" 1461 "197" 197 34.63402 -7.8808 680143 9128528 1 "alongside" 6 "1_upstream" 2011 11 11 163 "late" 265.84 266 "I" 1 3 "mixed" 2
"1103" 1462 "194" 194 34.63055 -7.88155 679760 9128446 1 "alongside" 6 "1_upstream" 2011 11 11 163 "late" 285.56 286 "Wh" 6 4 "omni" 1
"1104" 1463 "192" 192 34.6284 -7.88313 679523 9128272 1 "alongside" 6 "1_upstream" 2011 11 11 163 "late" 292.34 292 "I" 1 3 "mixed" 3
"1105" 1464 "149" 149 34.59826 -7.89724 676193 9126725 1 "alongside" 6 "1_upstream" 2011 11 11 163 "late" 259.94 260 "I" 1 3 "mixed" 1
"1106" 1465 "141/142" 141 34.59161 -7.89643 675460 9126817 1 "alongside" 6 "1_upstream" 2011 11 11 163 "late" 352.56 353 "Wh" 6 4 "omni" 3
"1107" 1466 "136" 136 34.57437 -7.89017 673562 9127517 2 "perpendicular" 1 "1_upstream" 2011 11 11 164 "late" 1814.28 1814 "G" 2 2 "browser" 2
"1108" 1467 "1339" 1339 34.56734 -7.86659 672796 9130127 2 "perpendicular" 1 "1_upstream" 2011 11 11 164 "late" 296.65 297 "I" 1 3 "mixed" 9
"1109" 1468 "1339" 1339 34.56464 -7.85537 672503 9131369 2 "perpendicular" 1 "1_upstream" 2011 11 11 164 "late" 1529.59 1530 "I" 1 3 "mixed" 2
"1110" 1477 "918" 918 35.05698 -7.53612 726974 9166450 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 203.49 203 "Z" 5 1 "grazer" 4
"1111" 1478 "927" 927 35.06512 -7.53085 727875 9167028 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 277.05 277 "I" 1 3 "mixed" 16
"1112" 1479 "929" 929 35.06687 -7.53116 728068 9166993 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 242.4 242 "I" 1 3 "mixed" 3
"1113" 1480 "934" 934 35.07051 -7.53068 728470 9167044 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 237.93 238 "I" 1 3 "mixed" 9
"1114" 1481 "1019" 1019 35.12357 -7.49029 734349 9171484 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 325.78 326 "I" 1 3 "mixed" 5
"1115" 1482 "943" 943 35.07982 -7.53181 729497 9166915 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 272.97 273 "I" 1 3 "mixed" 3
"1116" 1483 "956" 956 35.08723 -7.53128 730316 9166969 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 272.22 272 "I" 1 3 "mixed" 1
"1117" 1485 "989" 989 35.10672 -7.50994 732479 9169320 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 269.01 269 "I" 1 3 "mixed" 16
"1118" 1486 "999" 999 35.10755 -7.5043 732573 9169943 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 349.38 349 "I" 1 3 "mixed" 12
"1119" 1487 "1008" 1008 35.11301 -7.49579 733181 9170882 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 326.81 327 "I" 1 3 "mixed" 14
"1120" 1488 "1008" 1008 35.11315 -7.49573 733196 9170888 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 322.87 323 "I" 1 3 "mixed" 13
"1121" 1489 "1010" 1010 35.11448 -7.49511 733343 9170956 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 303.04 303 "I" 1 3 "mixed" 1
"1122" 1490 "1019" 1019 35.12357 -7.49029 734349 9171484 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 325.78 326 "G" 2 2 "browser" 5
"1123" 1491 "1021" 1021 35.12457 -7.49087 734459 9171420 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 257.17 257 "I" 1 3 "mixed" 5
"1124" 1492 "1022" 1022 35.12701 -7.49197 734728 9171297 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 185.27 185 "I" 1 3 "mixed" 4
"1125" 1494 "1038" 1038 35.13467 -7.49367 735573 9171105 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 395.91 396 "I" 1 3 "mixed" 3
"1126" 1495 "1047" 1047 35.1417 -7.48706 736353 9171832 1 "alongside" 10 "3_downstream" 2011 11 11 165 "late" 340.12 340 "I" 1 3 "mixed" 21
"1127" 1496 "1179" 1179 35.21451 -7.42267 744427 9178916 2 "perpendicular" 5 "3_downstream" 2011 11 11 166 "late" 4275.37 4275 "I" 1 3 "mixed" 4
"1128" 1497 "1179" 1179 35.20803 -7.41327 743717 9179959 2 "perpendicular" 5 "3_downstream" 2011 11 11 166 "late" 5528.14 5528 "I" 1 3 "mixed" 7
"1129" 1498 "1079" 1079 35.15551 -7.39694 737926 9181794 2 "perpendicular" 5 "3_downstream" 2011 11 11 166 "late" 9663.02 9663 "I" 1 3 "mixed" 5
"1130" 1499 "1079" 1079 35.1464 -7.39086 736923 9182471 2 "perpendicular" 5 "3_downstream" 2011 11 11 166 "late" 10517.49 10517 "Wh" 6 4 "omni" 3
"1131" 1500 "1053" 1053 35.11854 -7.37052 733857 9184736 2 "perpendicular" 5 "3_downstream" 2011 11 11 166 "late" 13269.63 13270 "I" 1 3 "mixed" 3
"1132" 1501 "690" 690 34.93704 -7.66292 713671 9152485 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 1099.22 1099 "I" 1 3 "mixed" 4
"1133" 1502 "691" 691 34.93749 -7.66212 713721 9152573 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 1133.58 1134 "Wb" 9 1 "grazer" 1
"1134" 1503 "693" 693 34.93853 -7.66121 713837 9152673 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 1135.05 1135 "G" 2 2 "browser" 1
"1135" 1504 "700" 700 34.94751 -7.65796 714829 9153028 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 933.46 933 "I" 1 3 "mixed" 41
"1136" 1507 "732" 732 34.97772 -7.6587 718163 9152931 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 362.61 363 "I" 1 3 "mixed" 18
"1137" 1509 "1330" 1330 34.98929 -7.64967 719444 9153924 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 404 404 "I" 1 3 "mixed" 10
"1138" 1510 "782" 782 34.99052 -7.63168 719589 9155913 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 914.43 914 "I" 1 3 "mixed" 1
"1139" 1511 "783" 783 34.99118 -7.62961 719663 9156142 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 797.19 797 "Wh" 6 4 "omni" 6
"1140" 1512 "785" 785 34.99426 -7.62622 720005 9156515 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 444.78 445 "I" 1 3 "mixed" 3
"1141" 1513 "787" 787 34.99741 -7.62237 720354 9156940 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 368.8 369 "I" 1 3 "mixed" 9
"1142" 1514 "798" 798 35.00584 -7.61885 721286 9157325 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 173.44 173 "I" 1 3 "mixed" 3
"1143" 1515 "799" 799 35.0063 -7.61822 721337 9157394 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 156.25 156 "I" 1 3 "mixed" 39
"1144" 1516 "809" 809 35.00707 -7.6107 721426 9158226 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 142.37 142 "I" 1 3 "mixed" 8
"1145" 1517 "810" 810 35.00699 -7.60973 721418 9158333 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 114.93 115 "B" 10 1 "grazer" 200
"1146" 1518 "816" 816 35.00377 -7.60648 721064 9158694 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 263.3 263 "I" 1 3 "mixed" 1
"1147" 1520 "827" 827 35.00271 -7.59337 720954 9160145 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 746.88 747 "I" 1 3 "mixed" 1
"1148" 1521 "832" 832 35.00642 -7.59013 721365 9160501 1 "alongside" 9 "2_midstream" 2012 1 12 5 "early" 523.83 524 "E" 3 3 "mixed" 7
"1149" 1523 "664" 664 34.92962 -7.68129 712843 9150457 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 620.01 620 "I" 1 3 "mixed" 32
"1150" 1524 "664" 664 34.92978 -7.67979 712862 9150622 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 775.12 775 "G" 2 2 "browser" 1
"1151" 1526 "685" 685 34.92725 -7.66673 712589 9152068 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 1676.63 1677 "I" 1 3 "mixed" 1
"1152" 1528 "1329" 1329 34.91075 -7.63928 710782 9155113 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 4445.31 4445 "Z" 5 1 "grazer" 4
"1153" 1529 "1320" 1320 34.91679 -7.62435 711456 9156761 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 4040.36 4040 "I" 1 3 "mixed" 9
"1154" 1530 "1320" 1320 34.9246 -7.60608 712327 9158778 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 4142.28 4142 "I" 1 3 "mixed" 8
"1155" 1531 "1320" 1320 34.925 -7.60084 712373 9159357 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 4175.84 4176 "G" 2 2 "browser" 8
"1156" 1532 "1320" 1320 34.92363 -7.59907 712223 9159554 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 4040.65 4041 "G" 2 2 "browser" 1
"1157" 1533 "1320" 1320 34.92001 -7.59601 711825 9159894 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 3697.4 3697 "G" 2 2 "browser" 1
"1158" 1534 "1320" 1320 34.91902 -7.59484 711716 9160024 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 3619.62 3620 "I" 1 3 "mixed" 3
"1159" 1535 "1320" 1320 34.91446 -7.58997 711216 9160565 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 3327.08 3327 "I" 1 3 "mixed" 1
"1160" 1536 "1320" 1320 34.89867 -7.5872 709474 9160879 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 2141.66 2142 "I" 1 3 "mixed" 1
"1161" 1537 "1320" 1320 34.89455 -7.58596 709020 9161018 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 2033.76 2034 "I" 1 3 "mixed" 6
"1162" 1538 "1320" 1320 34.88779 -7.57016 708282 9162769 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 3613.89 3614 "K" 4 2 "browser" 4
"1163" 1539 "1320" 1320 34.88689 -7.56562 708184 9163272 2 "perpendicular" 4 "2_midstream" 2012 1 12 6 "early" 4116.04 4116 "I" 1 3 "mixed" 1
"1164" 1540 "464" 464 34.8378 -7.79737 702657 9137662 1 "alongside" 7 "1_upstream" 2012 1 12 7 "early" 198.37 198 "I" 1 3 "mixed" 33
"1165" 1541 "453" 453 34.82897 -7.79397 701684 9138042 1 "alongside" 7 "1_upstream" 2012 1 12 7 "early" 280.52 281 "I" 1 3 "mixed" 1
"1166" 1542 "448" 448 34.82345 -7.79652 701074 9137763 1 "alongside" 7 "1_upstream" 2012 1 12 7 "early" 241.12 241 "I" 1 3 "mixed" 1
"1167" 1544 "420" 420 34.80161 -7.80496 698661 9136840 1 "alongside" 7 "1_upstream" 2012 1 12 7 "early" 463.25 463 "I" 1 3 "mixed" 17
"1168" 1545 "398" 398 34.78614 -7.81401 696950 9135846 1 "alongside" 7 "1_upstream" 2012 1 12 7 "early" 318.16 318 "I" 1 3 "mixed" 1
"1169" 1546 "395" 395 34.78526 -7.81444 696853 9135799 1 "alongside" 7 "1_upstream" 2012 1 12 7 "early" 266.93 267 "I" 1 3 "mixed" 10
"1170" 1547 "363" 363 34.75675 -7.8237 693704 9134788 1 "alongside" 7 "1_upstream" 2012 1 12 7 "early" 264.82 265 "I" 1 3 "mixed" 9
"1171" 1548 "363" 363 34.75675 -7.8237 693704 9134788 1 "alongside" 7 "1_upstream" 2012 1 12 7 "early" 264.82 265 "Z" 5 1 "grazer" 4
"1172" 1549 "358" 358 34.75322 -7.82545 693314 9134596 1 "alongside" 7 "1_upstream" 2012 1 12 7 "early" 226.81 227 "I" 1 3 "mixed" 10
"1173" 1550 "353" 353 34.74835 -7.82481 692777 9134669 1 "alongside" 7 "1_upstream" 2012 1 12 7 "early" 297.66 298 "I" 1 3 "mixed" 1
"1174" 1551 "336" 336 34.73356 -7.82949 691144 9134158 1 "alongside" 7 "1_upstream" 2012 1 12 7 "early" 312.69 313 "I" 1 3 "mixed" 8
"1175" 1552 "289" 289 34.70498 -7.83248 687990 9133840 2 "perpendicular" 2 "1_upstream" 2012 1 12 8 "early" 1320.26 1320 "I" 1 3 "mixed" 3
"1176" 1553 "1336" 1336 34.69251 -7.80149 686629 9137273 2 "perpendicular" 2 "1_upstream" 2012 1 12 8 "early" 2233.29 2233 "K" 4 2 "browser" 4
"1177" 1554 "1331" 1331 34.66217 -7.7806 683291 9139597 2 "perpendicular" 2 "1_upstream" 2012 1 12 8 "early" 223.81 224 "G" 2 2 "browser" 3
